ids,targets,gr_scores,drgnn_scores,hs_scores
T29_655_conv.pdb,0,0.014810,0.006624,-85.602200
T29_657_conv.pdb,0,0.207016,0.017318,-49.771560
T29_658_conv.pdb,0,0.614921,0.017719,-100.381500
T29_659_conv.pdb,0,0.042313,0.016762,-103.949700
T29_65_conv.pdb,0,0.035265,0.009499,-19.068983
T29_660_conv.pdb,0,0.101620,0.018858,-38.966120
T29_661_conv.pdb,0,0.083329,0.018687,4554.178790
T29_662_conv.pdb,0,0.113050,0.011543,-75.791130
T29_663_conv.pdb,0,0.032294,0.169176,2018.601360
T29_664_conv.pdb,0,0.556733,0.016411,-164.148540
T29_666_conv.pdb,0,0.063986,0.010160,-65.841088
T29_668_conv.pdb,0,0.238722,0.006644,31.330280
T29_669_conv.pdb,0,0.104072,0.032456,27.329620
T29_66_conv.pdb,0,0.145912,0.011624,-79.253220
T29_670_conv.pdb,0,0.453105,0.020578,1563.319700
T29_671_conv.pdb,0,0.089133,0.239466,-113.201600
T29_672_conv.pdb,0,0.243847,0.163162,-127.346500
T29_673_conv.pdb,0,0.017087,0.003893,-65.674140
T29_674_conv.pdb,0,0.344668,0.015807,-38.582890
T29_675_conv.pdb,0,0.021842,0.018056,-16.149770
T29_676_conv.pdb,0,0.059254,0.033068,-104.726730
T29_678_conv.pdb,0,0.251313,0.009169,104.343950
T29_679_conv.pdb,0,0.053940,0.008277,-56.751100
T29_67_conv.pdb,0,0.149179,0.046735,-138.772866
T29_680_conv.pdb,0,0.102706,0.010704,-70.345350
T29_681_conv.pdb,0,0.280296,0.013848,-201.948570
T29_682_conv.pdb,1,0.560247,0.342629,-148.734300
T29_683_conv.pdb,0,0.083986,0.011561,-65.134694
T29_684_conv.pdb,0,0.017291,0.007879,-51.868535
T29_685_conv.pdb,0,0.171135,0.017316,-45.966468
T29_686_conv.pdb,0,0.404166,0.014328,-65.122640
T29_687_conv.pdb,0,0.119831,0.029972,-63.542662
T29_689_conv.pdb,1,0.462061,0.083190,-162.163900
T29_68_conv.pdb,0,0.083780,0.067512,-55.966900
T29_690_conv.pdb,0,0.145769,0.017519,-65.783310
T29_691_conv.pdb,0,0.025613,0.121392,-141.982020
T29_692_conv.pdb,0,0.041681,0.008527,-54.419730
T29_693_conv.pdb,0,0.034971,0.025294,-73.893790
T29_694_conv.pdb,0,0.710359,0.153291,201.795600
T29_695_conv.pdb,0,0.140309,0.019543,-53.380100
T29_696_conv.pdb,0,0.154399,0.022187,1493.134760
T29_697_conv.pdb,0,0.159597,0.016337,-63.824455
T29_699_conv.pdb,0,0.313277,0.000002,-31.848930
T29_69_conv.pdb,0,0.276718,0.017098,-46.953820
T29_6_conv.pdb,0,-0.004144,0.005057,0.913331
T29_701_conv.pdb,1,0.357288,0.141606,-58.876720
T29_702_conv.pdb,0,0.109744,0.025512,-94.969500
T29_703_conv.pdb,0,0.023312,0.025065,-166.757000
T29_704_conv.pdb,0,0.555056,0.015873,-165.013750
T29_705_conv.pdb,0,0.078052,0.002911,-49.461380
T29_706_conv.pdb,0,0.025238,0.015243,-31.358250
T29_707_conv.pdb,1,0.342898,0.418715,-147.413800
T29_708_conv.pdb,0,0.068737,0.049063,-63.574230
T29_709_conv.pdb,0,0.443481,0.007216,133.357880
T29_70_conv.pdb,0,0.250424,0.018992,-97.358540
T29_710_conv.pdb,0,0.466830,0.005686,-48.068510
T29_711_conv.pdb,0,0.019470,0.018945,-108.039400
T29_712_conv.pdb,0,0.226043,0.005646,-99.089220
T29_713_conv.pdb,0,0.052350,0.201938,-66.156430
T29_714_conv.pdb,0,0.009742,0.008572,-72.809150
T29_715_conv.pdb,0,0.070986,0.098199,131.123060
T29_717_conv.pdb,0,0.464677,0.010818,-68.128890
T29_718_conv.pdb,0,0.064977,0.020451,-68.695080
T29_720_conv.pdb,0,0.227420,0.018032,-152.861370
T29_721_conv.pdb,1,0.675803,0.315533,-158.723100
T29_722_conv.pdb,0,0.329363,0.012477,-1.345840
T29_723_conv.pdb,0,0.000917,0.007533,3.156280
T29_724_conv.pdb,0,0.037825,0.002391,-7.817574
T29_725_conv.pdb,0,0.436026,0.005982,-118.052455
T29_726_conv.pdb,0,0.306996,0.028120,-94.219500
T29_727_conv.pdb,0,0.075469,0.013855,-129.735200
T29_728_conv.pdb,0,0.324637,0.014662,-42.311820
T29_729_conv.pdb,0,0.056710,0.077112,-74.399650
T29_72_conv.pdb,1,0.406321,0.025205,-60.849420
T29_730_conv.pdb,0,0.301756,0.025008,-92.441700
T29_731_conv.pdb,0,0.052283,0.009415,-53.393460
T29_732_conv.pdb,0,0.407772,0.011331,-60.294460
T29_733_conv.pdb,0,0.114486,0.003384,-52.546080
T29_734_conv.pdb,0,0.013030,0.000720,-92.985500
T29_736_conv.pdb,0,0.178882,-0.007081,63.036230
T29_737_conv.pdb,1,0.557035,0.219039,3028.990960
T29_738_conv.pdb,0,0.081904,0.013721,-75.886559
T29_739_conv.pdb,0,0.325249,0.003315,-7.103240
T29_73_conv.pdb,0,0.362903,0.053845,203.181123
T29_740_conv.pdb,0,0.217040,0.111993,-85.662620
T29_741_conv.pdb,0,0.060659,0.021372,-69.785130
T29_742_conv.pdb,0,0.763702,0.196839,-301.690400
T29_743_conv.pdb,0,0.132996,0.022180,16.080780
T29_744_conv.pdb,1,0.431798,0.029944,-66.526760
T29_745_conv.pdb,0,0.138451,0.048599,-67.348600
T29_746_conv.pdb,0,0.480619,0.013966,162.909870
T29_748_conv.pdb,0,0.063923,0.001778,-86.924430
T29_749_conv.pdb,0,0.294571,0.197174,-129.175400
T29_750_conv.pdb,0,0.257123,0.021874,-82.419320
T29_751_conv.pdb,0,0.174940,0.008357,576.299300
T29_752_conv.pdb,0,0.139371,0.011366,-91.469400
T29_753_conv.pdb,0,0.309000,0.034781,-28.064065
T29_754_conv.pdb,0,0.360786,0.017989,-44.348730
T29_755_conv.pdb,0,0.749911,0.023369,322.397940
T29_756_conv.pdb,0,0.026106,0.011240,-18.937942
T29_757_conv.pdb,0,0.011811,0.009263,-54.747140
T29_758_conv.pdb,0,0.042569,0.017684,-87.747150
T29_759_conv.pdb,0,0.113009,0.005934,-40.958642
T29_75_conv.pdb,0,0.265042,0.021038,-91.529460
T29_760_conv.pdb,1,0.264710,0.025278,-87.218800
T29_761_conv.pdb,0,0.234072,0.017829,-41.398720
T29_762_conv.pdb,0,0.250209,0.236043,-53.097480
T29_763_conv.pdb,0,0.498522,0.015314,-110.750600
T29_764_conv.pdb,0,0.529337,0.017842,-44.554570
T29_765_conv.pdb,0,0.009877,0.184943,-60.524990
T29_766_conv.pdb,0,0.059431,0.011956,-24.879640
T29_767_conv.pdb,0,0.318630,0.009996,-18.421020
T29_768_conv.pdb,1,0.603098,0.219278,-121.932600
T29_769_conv.pdb,0,0.146542,0.045432,-37.466386
T29_76_conv.pdb,0,0.012308,0.001737,-60.695422
T29_770_conv.pdb,0,0.097188,0.129928,-78.110600
T29_771_conv.pdb,0,0.145625,0.025810,3513.038748
T29_772_conv.pdb,0,0.151023,0.013006,-67.287940
T29_773_conv.pdb,0,0.396650,0.016737,-150.557740
T29_774_conv.pdb,0,0.017942,0.011724,-44.799319
T29_775_conv.pdb,0,0.016868,-0.000951,-54.314028
T29_776_conv.pdb,0,0.202278,0.001769,-105.015179
T29_777_conv.pdb,0,0.115529,0.014337,-13.994450
T29_778_conv.pdb,0,0.009743,0.005929,-12.639286
T29_779_conv.pdb,0,0.437112,0.017153,-62.028556
T29_77_conv.pdb,0,0.014532,0.002062,-82.404620
T29_780_conv.pdb,0,0.143685,0.024769,-50.185100
T29_781_conv.pdb,0,0.436642,0.365976,-68.289500
T29_782_conv.pdb,0,-0.000472,-0.001266,-6.057840
T29_783_conv.pdb,0,0.006500,0.006672,-16.012700
T29_784_conv.pdb,0,0.168401,0.011209,-121.086120
T29_785_conv.pdb,0,0.180378,0.160548,-74.474380
T29_786_conv.pdb,0,0.119624,0.025735,-96.327980
T29_787_conv.pdb,1,0.524927,0.240388,-65.801850
T29_788_conv.pdb,0,0.034506,0.012633,-15.301960
T29_789_conv.pdb,1,0.637120,0.232781,-65.745513
T29_78_conv.pdb,0,0.050145,0.007825,-92.146000
T29_790_conv.pdb,0,0.328139,0.319739,-109.674630
T29_791_conv.pdb,0,0.427408,0.013661,-37.566660
T29_793_conv.pdb,0,0.053534,0.112188,-36.792760
T29_794_conv.pdb,1,0.514431,0.146355,1735.482440
T29_795_conv.pdb,0,0.014179,-0.000551,-92.251500
T29_796_conv.pdb,0,0.274421,0.039227,-87.245760
T29_797_conv.pdb,0,0.041788,0.004217,-71.516700
T29_798_conv.pdb,0,0.083010,0.015471,-48.524240
T29_799_conv.pdb,0,0.408055,0.010372,-15.959740
T29_79_conv.pdb,1,0.562759,0.151818,29.763340
T29_7_conv.pdb,0,0.050734,0.021237,-66.204540
T29_800_conv.pdb,0,0.275882,0.072703,-95.345480
T29_801_conv.pdb,0,0.011535,0.012219,-35.607530
T29_802_conv.pdb,0,0.039810,0.026700,-87.877000
T29_803_conv.pdb,0,0.039984,0.003359,-92.003020
T29_805_conv.pdb,0,0.231131,0.010063,-6.457730
T29_806_conv.pdb,0,0.062598,0.009657,-56.221580
T29_807_conv.pdb,0,0.463953,0.013009,-70.927240
T29_808_conv.pdb,0,0.247402,0.008219,-40.490780
T29_809_conv.pdb,0,0.021745,0.012929,-52.502790
T29_80_conv.pdb,0,0.303188,0.049307,-45.561840
T29_810_conv.pdb,1,0.302270,0.042296,-65.402900
T29_811_conv.pdb,0,0.502111,0.017084,-202.380450
T29_812_conv.pdb,0,0.160554,0.484746,-125.441860
T29_813_conv.pdb,0,0.549988,0.015020,-9.870935
T29_814_conv.pdb,0,0.153341,0.079668,-91.860200
T29_815_conv.pdb,0,0.203630,0.329187,13173.210700
T29_816_conv.pdb,0,0.172183,0.034878,-90.771900
T29_817_conv.pdb,0,0.278466,0.007535,-44.516300
T29_818_conv.pdb,0,0.038380,0.016069,-22.733340
T29_819_conv.pdb,0,0.335493,0.182437,1730.655940
T29_81_conv.pdb,0,0.071191,-0.002118,2110.715480
T29_820_conv.pdb,0,0.046670,0.213078,-43.992750
T29_821_conv.pdb,1,0.263736,0.025401,-99.980920
T29_825_conv.pdb,1,0.608666,0.295350,-29.352800
T29_826_conv.pdb,0,0.032190,-0.000309,-74.485200
T29_827_conv.pdb,0,0.177155,0.015416,-135.963300
T29_828_conv.pdb,0,0.297248,0.013059,-55.640270
T29_829_conv.pdb,0,0.477674,0.017207,-107.891700
T29_82_conv.pdb,0,0.224726,0.022410,-29.241080
T29_830_conv.pdb,0,0.084953,0.032881,-45.928270
T29_831_conv.pdb,0,0.012974,0.012592,-41.141560
T29_832_conv.pdb,0,0.078761,0.019083,-148.018500
T29_833_conv.pdb,0,0.318514,0.013935,-56.670770
T29_834_conv.pdb,0,0.163600,0.014443,-97.395270
T29_835_conv.pdb,0,0.165996,0.439632,-21.188184
T29_836_conv.pdb,1,0.535934,0.124155,1.199400
T29_837_conv.pdb,0,0.707499,0.015885,-266.524030
T29_838_conv.pdb,0,0.435792,0.011101,-136.621515
T29_839_conv.pdb,1,0.673594,0.053718,-174.275100
T29_83_conv.pdb,0,0.074580,0.263584,-41.684010
T29_840_conv.pdb,0,0.009142,0.008002,-51.000000
T29_841_conv.pdb,0,0.561523,0.158670,25.748600
T29_842_conv.pdb,0,0.426344,0.013091,-65.339520
T29_843_conv.pdb,0,0.219125,0.006934,13.861240
T29_844_conv.pdb,0,0.127852,0.026701,-70.884200
T29_845_conv.pdb,1,0.612768,0.067117,-60.730630
T29_846_conv.pdb,0,0.162474,0.010354,-9.922740
T29_847_conv.pdb,0,0.011392,0.006658,-79.253200
T29_848_conv.pdb,0,0.062416,0.007999,-66.305500
T29_849_conv.pdb,0,0.084838,0.013218,-48.054520
T29_84_conv.pdb,0,0.032305,0.004012,-62.154310
T29_850_conv.pdb,0,0.022105,0.007865,-61.582060
T29_851_conv.pdb,0,0.186646,0.021132,-86.972300
T29_852_conv.pdb,0,0.081799,0.083691,615.786900
T29_853_conv.pdb,0,0.034791,0.037944,-43.167710
T29_854_conv.pdb,0,0.572315,0.008017,-69.362700
T29_855_conv.pdb,0,0.007844,0.006765,-61.669120
T29_856_conv.pdb,0,0.029562,0.026591,-76.674669
T29_857_conv.pdb,0,0.582712,0.351722,115.379000
T29_858_conv.pdb,0,0.135354,0.086727,-115.581300
T29_85_conv.pdb,0,0.121300,0.014166,-56.627420
T29_860_conv.pdb,0,0.198714,0.178570,-59.265420
T29_861_conv.pdb,0,0.255829,0.016837,2438.152340
T29_862_conv.pdb,0,0.091200,0.007534,54.281220
T29_863_conv.pdb,0,0.698830,0.014463,-49.574456
T29_865_conv.pdb,0,0.073484,0.237082,-46.982200
T29_866_conv.pdb,0,0.003581,-0.000372,-53.727070
T29_867_conv.pdb,0,0.174246,0.013857,-55.224658
T29_868_conv.pdb,0,0.268493,0.015556,-59.266000
T29_869_conv.pdb,0,0.191590,0.021840,-81.283460
T29_86_conv.pdb,0,0.157864,0.019763,-39.871640
T29_870_conv.pdb,0,0.053278,0.005419,4.613970
T29_871_conv.pdb,0,0.278722,0.011421,-67.172900
T29_872_conv.pdb,0,0.119818,0.016959,-48.569440
T29_873_conv.pdb,0,0.265108,0.064030,-113.128700
T29_874_conv.pdb,0,0.203668,0.023788,-55.180020
T29_875_conv.pdb,1,0.245970,0.014702,-119.985300
T29_876_conv.pdb,1,0.644580,0.653270,-151.284800
T29_877_conv.pdb,0,0.073815,0.009188,-80.673900
T29_878_conv.pdb,0,0.039251,0.025082,-152.540000
T29_879_conv.pdb,0,0.007230,0.018415,-85.767810
T29_87_conv.pdb,1,0.571482,0.019719,-166.295500
T29_880_conv.pdb,0,0.547321,0.019599,-29.769480
T29_881_conv.pdb,0,0.644417,0.525195,-287.593800
T29_882_conv.pdb,0,0.561590,0.016729,63.067900
T29_883_conv.pdb,0,0.653718,0.011827,-164.492800
T29_885_conv.pdb,0,0.116308,0.012115,92.927360
T29_886_conv.pdb,0,0.572753,0.009870,-111.024400
T29_887_conv.pdb,0,0.487108,0.027115,-66.540160
T29_888_conv.pdb,0,0.017843,0.006265,-95.247500
T29_889_conv.pdb,0,0.461255,0.015231,-147.210470
T29_88_conv.pdb,0,0.064028,0.015828,-62.247260
T29_890_conv.pdb,1,0.523448,0.365089,-114.550500
T29_891_conv.pdb,0,0.477101,0.098679,74.266780
T29_892_conv.pdb,0,0.010965,0.010527,-41.186530
T29_893_conv.pdb,0,0.228491,0.014526,-45.155300
T29_894_conv.pdb,1,0.612200,0.072441,-150.812700
T29_895_conv.pdb,0,0.191838,0.017789,-108.052420
T29_896_conv.pdb,0,0.228787,0.053841,13.431490
T29_897_conv.pdb,0,0.116189,0.019155,-96.884840
T29_898_conv.pdb,0,0.246593,0.006403,-40.355580
T29_89_conv.pdb,0,0.142487,0.010676,969.315030
T29_8_conv.pdb,0,0.267547,0.024812,-85.419940
T29_900_conv.pdb,0,0.443270,0.011567,-81.279310
T29_901_conv.pdb,0,0.069523,0.009073,-15.904760
T29_902_conv.pdb,0,0.010260,0.014685,-53.959720
T29_904_conv.pdb,0,0.282910,0.017021,401.696060
T29_905_conv.pdb,0,0.425181,-0.000765,-92.188880
T29_906_conv.pdb,0,0.053899,0.143553,-26.830449
T29_907_conv.pdb,0,0.078521,0.007886,-38.135030
T29_908_conv.pdb,0,0.272002,0.021435,-149.041600
T29_90_conv.pdb,0,0.188118,0.038592,-66.402400
T29_910_conv.pdb,0,0.454873,0.012845,-9.185160
T29_911_conv.pdb,1,0.543448,0.030154,-170.621500
T29_912_conv.pdb,0,0.010437,0.006144,-9.810980
T29_913_conv.pdb,1,0.511641,0.471985,-145.489800
T29_914_conv.pdb,0,0.215857,0.009613,-2.481500
T29_915_conv.pdb,0,0.187780,0.022893,488.621280
T29_916_conv.pdb,0,0.105935,0.018621,-71.991880
T29_917_conv.pdb,0,0.048240,0.007732,-26.505570
T29_918_conv.pdb,0,0.016949,0.011674,-63.274250
T29_91_conv.pdb,0,0.003315,-0.005106,-12.063805
T29_920_conv.pdb,0,0.153478,0.474786,-78.806060
T29_921_conv.pdb,0,0.072855,0.006096,-32.654660
T29_922_conv.pdb,0,0.079778,0.006707,-81.950050
T29_923_conv.pdb,0,0.406451,0.013548,-75.692480
T29_924_conv.pdb,0,0.431174,0.010310,-65.088930
T29_925_conv.pdb,0,0.230237,0.019981,18.410140
T29_926_conv.pdb,0,0.064978,0.019748,-88.770820
T29_927_conv.pdb,0,0.312695,0.005518,-56.671270
T29_928_conv.pdb,0,0.018421,0.012921,-61.496140
T29_929_conv.pdb,0,0.271751,0.285592,-89.946240
T29_92_conv.pdb,0,0.042400,0.012324,-53.847430
T29_930_conv.pdb,0,0.014061,0.041974,-22.100960
T29_932_conv.pdb,1,0.628139,0.272998,-12.748060
T29_933_conv.pdb,0,0.157509,0.448074,-12.143140
T29_934_conv.pdb,0,0.258544,0.019381,-60.597082
T29_935_conv.pdb,0,0.038822,0.006362,-70.159930
T29_936_conv.pdb,0,0.441520,0.011166,-66.444680
T29_938_conv.pdb,0,0.019421,0.007199,-15.663330
T29_939_conv.pdb,0,0.178945,0.002142,-41.726800
T29_93_conv.pdb,0,0.439215,0.015708,-194.537800
T29_940_conv.pdb,0,0.015073,-0.000896,-80.950490
T29_942_conv.pdb,0,0.114029,0.017330,-102.641460
T29_943_conv.pdb,0,0.074988,0.020746,-65.048100
T29_944_conv.pdb,1,0.409480,0.024959,-90.710440
T29_945_conv.pdb,0,0.345972,0.009014,-114.813090
T29_946_conv.pdb,0,0.415080,0.008196,-6.629443
T29_948_conv.pdb,0,0.302461,0.235641,-86.017300
T29_949_conv.pdb,0,0.117954,0.006423,1734.603840
T29_94_conv.pdb,0,0.110455,0.011429,-14.794340
T29_950_conv.pdb,0,0.240127,0.012762,-73.068160
T29_953_conv.pdb,0,0.116170,0.024200,-6.685680
T29_954_conv.pdb,0,0.398014,0.020199,-88.645850
T29_955_conv.pdb,0,0.120379,0.007707,-67.554990
T29_957_conv.pdb,0,0.667597,0.018416,-6.321660
T29_959_conv.pdb,0,0.110929,0.007091,-42.695320
T29_95_conv.pdb,1,0.421973,0.034091,-60.743330
T29_960_conv.pdb,0,0.423848,0.032340,2947.673500
T29_961_conv.pdb,0,0.134286,0.015670,-90.480300
T29_962_conv.pdb,0,0.022231,0.010335,-74.638200
T29_963_conv.pdb,1,0.437164,0.031214,-163.809900
T29_964_conv.pdb,0,0.423469,0.014248,-61.841150
T29_965_conv.pdb,0,0.106449,0.005926,-30.351240
T29_966_conv.pdb,0,0.324613,0.118965,-125.342300
T29_967_conv.pdb,0,0.015405,0.006861,-47.804390
T29_968_conv.pdb,0,0.464891,0.054418,-133.324700
T29_969_conv.pdb,0,0.010733,0.006018,-58.246710
T29_96_conv.pdb,0,0.396656,0.018700,1330.204470
T29_970_conv.pdb,0,0.280009,0.011280,-52.378660
T29_971_conv.pdb,0,0.213127,0.011814,-111.303730
T29_972_conv.pdb,0,0.026409,0.012491,-64.426000
T29_973_conv.pdb,0,0.013429,0.003792,-30.644360
T29_974_conv.pdb,0,0.566382,0.018306,-216.322388
T29_975_conv.pdb,0,0.355344,0.028391,-71.249500
T29_976_conv.pdb,0,0.395358,0.010955,-25.407230
T29_977_conv.pdb,0,0.350423,0.271790,8461.527500
T29_978_conv.pdb,1,0.600135,0.061118,-13.390880
T29_97_conv.pdb,0,0.317289,0.002677,142.585184
T29_980_conv.pdb,1,0.394964,0.073258,-80.174280
T29_981_conv.pdb,0,0.137122,0.011606,-102.654300
T29_983_conv.pdb,0,0.039803,0.020874,-84.665180
T29_985_conv.pdb,0,0.036610,0.012359,-128.688300
T29_986_conv.pdb,0,0.109058,0.016472,-80.968900
T29_987_conv.pdb,0,0.227567,0.063109,-41.658530
T29_988_conv.pdb,0,0.077161,0.006800,-58.231740
T29_989_conv.pdb,0,0.070196,0.017602,-105.438500
T29_98_conv.pdb,0,0.265349,0.202544,-161.343600
T29_990_conv.pdb,0,0.058857,0.011883,-45.505840
T29_991_conv.pdb,0,0.018681,0.012606,-111.017100
T29_992_conv.pdb,1,0.382917,0.019437,-153.457200
T29_994_conv.pdb,0,0.652458,0.013387,-14.903816
T29_995_conv.pdb,0,0.620539,0.086348,118.906820
T29_996_conv.pdb,0,0.032851,0.019087,-24.182705
T29_998_conv.pdb,0,0.176599,0.007807,-20.013400
T29_999_conv.pdb,0,0.452368,0.047030,99.366500
T29_99_conv.pdb,0,0.543566,0.050982,-170.988570
T29_9_conv.pdb,0,0.235203,0.015047,-100.370380
T30_1000_conv.pdb,0,0.433990,0.265427,-78.879160
T30_1001_conv.pdb,0,0.040204,0.004399,15.459212
T30_1002_conv.pdb,0,0.001386,0.013065,1261.832656
T30_1003_conv.pdb,0,0.113114,0.029842,-42.187870
T30_1004_conv.pdb,0,0.068040,0.010336,2203.188040
T30_1005_conv.pdb,0,0.060200,0.011612,351.563060
T30_1006_conv.pdb,0,0.312099,0.036453,8502.634800
T30_1007_conv.pdb,0,0.042133,0.011250,-45.389261
T30_1008_conv.pdb,0,0.004383,0.003422,-3.704274
T30_100_conv.pdb,0,0.048573,0.008565,-23.642350
T30_1010_conv.pdb,0,0.001986,0.000049,18.305372
T30_1014_conv.pdb,0,0.692092,0.440551,-115.012200
T30_1015_conv.pdb,0,0.021654,0.005550,67.809360
T30_1016_conv.pdb,0,0.066807,0.135903,407.183340
T30_1017_conv.pdb,0,0.095977,0.010304,5770.546900
T30_1018_conv.pdb,0,0.204455,0.024625,12768.246620
T30_1019_conv.pdb,0,0.006181,0.011195,524.309900
T30_101_conv.pdb,0,0.004505,-0.004325,-24.958480
T30_1021_conv.pdb,0,0.585114,0.492293,-90.580420
T30_1022_conv.pdb,0,0.531639,0.106352,10178.659680
T30_1023_conv.pdb,0,-0.001245,0.002322,-6.490302
T30_1024_conv.pdb,0,0.046695,0.018029,-22.474314
T30_1025_conv.pdb,0,0.340857,0.294268,4717.584300
T30_1026_conv.pdb,0,0.033292,0.213301,3.233500
T30_1027_conv.pdb,0,-0.001409,0.003845,-5.164365
T30_1028_conv.pdb,0,-0.001514,-0.003136,-4.808001
T30_1031_conv.pdb,0,0.000287,0.001285,4.219000
T30_1032_conv.pdb,0,0.008852,0.003602,1445.990230
T30_1034_conv.pdb,0,0.562365,0.341384,-119.621900
T30_1036_conv.pdb,0,0.062699,0.019784,3725.078230
T30_1038_conv.pdb,0,0.346629,0.156150,760.533010
T30_1039_conv.pdb,0,0.033850,0.017881,13.082308
T30_103_conv.pdb,0,0.138575,0.018879,10198.625194
T30_1040_conv.pdb,0,0.321307,0.126035,-56.419123
T30_1041_conv.pdb,0,0.181493,0.027215,303.380140
T30_1043_conv.pdb,0,0.416278,0.010132,-140.547895
T30_1044_conv.pdb,0,0.129023,0.041924,14739.033250
T30_1045_conv.pdb,0,0.031570,0.456574,-18.977780
T30_1046_conv.pdb,0,0.015204,0.011075,-11.013228
T30_1047_conv.pdb,0,0.602977,0.016569,9816.440905
T30_1048_conv.pdb,0,0.003585,0.002294,-9.050793
T30_1049_conv.pdb,0,0.032790,0.031479,-29.679160
T30_104_conv.pdb,0,0.016527,0.018659,7429.004340
T30_1050_conv.pdb,0,0.642525,0.432266,-102.482200
T30_1051_conv.pdb,0,-0.003110,-0.019879,1.201747
T30_1052_conv.pdb,0,0.002939,0.003195,1630.814810
T30_1054_conv.pdb,0,0.049666,0.019998,11043.783250
T30_1055_conv.pdb,0,0.085297,0.018334,631.742480
T30_1056_conv.pdb,0,0.120732,0.006373,2678.050610
T30_1057_conv.pdb,0,-0.004423,-0.010624,-4.316706
T30_1059_conv.pdb,0,0.339520,0.271239,-38.584610
T30_105_conv.pdb,0,0.012253,0.027375,69.261800
T30_1060_conv.pdb,0,0.011057,0.015211,-22.852640
T30_1062_conv.pdb,0,0.134414,0.018006,15045.812560
T30_1063_conv.pdb,0,0.002167,0.012622,-7.821612
T30_1064_conv.pdb,0,0.141589,0.069162,-10.702140
T30_1065_conv.pdb,0,-0.003438,0.002203,-2.014275
T30_1066_conv.pdb,0,0.020767,0.017396,-27.305508
T30_1068_conv.pdb,0,0.067297,0.032982,1.682190
T30_106_conv.pdb,0,0.051958,0.031629,-68.955790
T30_1070_conv.pdb,0,-0.003927,0.003771,-8.486682
T30_1072_conv.pdb,0,0.522094,0.022697,-81.405840
T30_1073_conv.pdb,0,0.055436,0.014972,-46.269100
T30_1074_conv.pdb,0,0.513410,0.404818,-111.675800
T30_1075_conv.pdb,0,0.005068,0.016883,-7.291232
T30_1077_conv.pdb,0,0.470748,0.293810,-84.840260
T30_1079_conv.pdb,0,0.009130,0.006463,-18.081830
T30_107_conv.pdb,0,0.575754,0.268585,-101.375900
T30_1081_conv.pdb,0,0.057139,0.012803,7633.567510
T30_1082_conv.pdb,0,0.221382,0.022883,-25.307460
T30_1083_conv.pdb,0,0.290356,0.096093,-61.348090
T30_1086_conv.pdb,0,0.451300,0.014122,-105.150960
T30_1087_conv.pdb,0,0.000913,-0.016031,-18.451300
T30_1088_conv.pdb,0,0.116387,0.014029,4960.330380
T30_1089_conv.pdb,0,0.087871,0.044612,1779.107340
T30_108_conv.pdb,0,0.242892,0.517068,6545.105916
T30_1090_conv.pdb,0,0.277007,0.003442,-59.080800
T30_1091_conv.pdb,0,0.028231,0.015623,-26.190220
T30_1092_conv.pdb,0,0.297835,0.015585,-66.328780
T30_1093_conv.pdb,0,0.476059,0.384628,1601.193500
T30_1094_conv.pdb,0,-0.009136,-0.002042,-2.869918
T30_1095_conv.pdb,0,0.007976,0.012677,193.976420
T30_1096_conv.pdb,0,-0.004122,-0.013483,-1.482227
T30_1097_conv.pdb,0,0.479301,0.248708,-114.135600
T30_1099_conv.pdb,0,0.404722,0.023932,5080.609060
T30_109_conv.pdb,0,0.023031,0.064180,184.180899
T30_1100_conv.pdb,0,0.349245,0.332563,9672.871900
T30_1101_conv.pdb,0,0.027011,0.031640,1034.194350
T30_1102_conv.pdb,0,0.168165,0.017449,13535.749610
T30_1103_conv.pdb,0,0.414490,0.306564,-97.623840
T30_1104_conv.pdb,0,0.331181,0.060419,2467.816950
T30_1105_conv.pdb,0,0.463870,0.018646,-70.654760
T30_1106_conv.pdb,0,0.175585,0.011543,-11.861790
T30_1107_conv.pdb,0,0.234126,0.019074,6187.016640
T30_1108_conv.pdb,0,0.209665,0.017227,-54.889950
T30_1109_conv.pdb,0,0.013699,0.066155,364.846288
T30_110_conv.pdb,0,0.284998,0.019557,7140.440310
T30_1110_conv.pdb,0,0.441656,0.354801,10369.030720
T30_1111_conv.pdb,0,0.371326,0.074824,13843.431200
T30_1112_conv.pdb,0,0.016942,0.001403,-21.673630
T30_1114_conv.pdb,0,0.384821,0.011595,2515.126488
T30_1115_conv.pdb,0,0.008094,0.010345,-45.610200
T30_1116_conv.pdb,0,0.334894,0.171660,-34.202390
T30_1117_conv.pdb,0,0.296429,0.013938,764.215960
T30_1118_conv.pdb,0,0.358029,0.105045,-95.318030
T30_1119_conv.pdb,0,0.020278,0.014537,134.185201
T30_111_conv.pdb,0,0.379087,0.016100,3150.612150
T30_1120_conv.pdb,0,-0.001721,-0.006170,-8.505590
T30_1121_conv.pdb,0,0.006123,0.016265,-12.741480
T30_1122_conv.pdb,0,0.579985,0.162086,-102.772700
T30_1123_conv.pdb,0,0.457408,0.013946,5916.163200
T30_1124_conv.pdb,0,0.290236,0.014437,-75.739840
T30_1125_conv.pdb,0,0.014681,0.010611,303.890100
T30_1126_conv.pdb,0,0.061711,0.008949,-64.456710
T30_1127_conv.pdb,0,0.033275,0.153452,162.304198
T30_1129_conv.pdb,0,0.026790,0.008380,-37.523570
T30_112_conv.pdb,0,0.034761,0.009795,-66.729020
